,name,essround,edition,cntry,gndr,yrbrn,rlgblg,ctzcntr,edulvlb,edulvlfb,edulvlmb,imsmetn,impcntr,imbgeco,imueclt,imwbcnt,age,edu_lv,edu_lvf,edu_lvm,imsmetn_lv,impcntr_lv,imbgeco_lv,imueclt_lv,imwbcnt_lv,edu_overall,edu_difference,edu_mobility,attitude_lv,edu_lvp,attitude_b,region,edu_mobility_onehot,edu_up,edu_down
14885,ESS8e02_1,8,2.1,FI,1.0,2000,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow a few,Allow a few,5,Cultural life enriched,5,19.0,2.0,4.75,6.5,-1.0,-1.0,0.0,1.0,0.0,4.583333333333333,2.6666666666666665,-3.125,-1.0,6.0,0,North Europe,-1,0,1
14886,ESS8e02_1,8,2.1,FI,1.0,1987,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow many to come and live here,3,7,5,32.0,5.0,1.0,5.0,2.0,2.0,-1.0,1.0,0.0,3.6666666666666665,2.6666666666666665,2.0,4.0,3.0,1,North Europe,1,1,0
14887,ESS8e02_1,8,2.1,FI,0.0,1982,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,4,6,4,37.0,8.0,5.0,5.0,-1.0,-1.0,-1.0,1.0,-1.0,5.833333333333333,1.6666666666666667,2.5,-3.0,5.0,0,North Europe,1,1,0
14888,ESS8e02_1,8,2.1,FI,0.0,1989,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,2,9,5,30.0,5.0,5.0,5.0,1.0,-1.0,-2.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,0,North Europe,0,0,0
14890,ESS8e02_1,8,2.1,FI,1.0,1954,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,9,9,9,65.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.1666666666666665,4.333333333333333,6.5,8.0,1.0,1,North Europe,1,1,0
14891,ESS8e02_1,8,2.1,FI,0.0,1993,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,5,7,5,26.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,5.0,1,North Europe,0,0,0
14892,ESS8e02_1,8,2.1,FI,1.0,1981,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 6, doctoral degree","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,8,Cultural life enriched,8,38.0,8.0,8.0,4.75,1.0,1.0,2.0,1.0,2.0,6.75,2.1666666666666665,1.125,7.0,6.0,1,North Europe,1,1,0
14893,ESS8e02_1,8,2.1,FI,1.0,1975,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,9,Cultural life enriched,9,44.0,5.0,7.5,7.5,1.0,1.0,2.0,1.0,2.0,6.666666666666667,1.6666666666666667,-2.5,7.0,8.0,1,North Europe,-1,0,1
14894,ESS8e02_1,8,2.1,FI,0.0,1988,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow many to come and live here,7,9,5,31.0,6.0,5.0,4.75,2.0,2.0,1.0,2.0,0.0,5.416666666666667,1.1666666666666667,1.625,7.0,5.0,1,North Europe,1,1,0
14895,ESS8e02_1,8,2.1,FI,1.0,1956,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow a few,5,8,5,63.0,5.0,2.5,1.0,1.0,-1.0,0.0,2.0,0.0,2.8333333333333335,2.6666666666666665,3.25,2.0,2.0,1,North Europe,1,1,0
14896,ESS8e02_1,8,2.1,FI,1.0,1950,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,7,7,6,69.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,North Europe,0,0,0
14898,ESS8e02_1,8,2.1,FI,1.0,1987,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow a few,Allow a few,Bad for the economy,7,5,32.0,5.0,5.0,6.5,-1.0,-1.0,-1.0,1.0,0.0,5.416666666666667,1.1666666666666667,-1.0,-2.0,6.0,0,North Europe,-1,0,1
14899,ESS8e02_1,8,2.1,FI,0.0,1938,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Don't know,Don't know,Don't know,Don't know,Don't know,81.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.6666666666666665,4.0,0.0,1.0,0,North Europe,1,1,0
14900,ESS8e02_1,8,2.1,FI,1.0,1954,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,7,8,8,65.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.25,2.5,3.75,9.0,1.0,1,North Europe,1,1,0
14902,ESS8e02_1,8,2.1,FI,0.0,1996,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,7,8,6,23.0,5.0,7.5,7.5,1.0,1.0,1.0,2.0,1.0,6.583333333333333,1.8333333333333333,-2.75,6.0,8.0,1,North Europe,-1,0,1
14904,ESS8e02_1,8,2.1,FI,0.0,1990,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5B short, advanced vocational qualifications","ISCED 5B short, advanced vocational qualifications",Allow some,Allow some,7,9,6,29.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.5,1.0,1.5,6.0,5.0,1,North Europe,1,1,0
14905,ESS8e02_1,8,2.1,FI,1.0,1949,0.0,Yes,"ISCED 5B short, advanced vocational qualifications","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow some,8,9,7,70.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.3333333333333335,2.6666666666666665,4.0,8.0,1.0,1,North Europe,1,1,0
14908,ESS8e02_1,8,2.1,FI,1.0,1952,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education",Allow many to come and live here,Allow some,9,8,8,67.0,6.0,4.75,1.0,2.0,1.0,2.0,2.0,2.0,3.9166666666666665,3.3333333333333335,3.125,9.0,3.0,1,North Europe,1,1,0
14909,ESS8e02_1,8,2.1,FI,0.0,1989,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A medium, bachelor/equivalent from lower tier tertiary",Allow some,Allow some,6,7,7,30.0,5.0,2.5,6.0,1.0,1.0,1.0,1.0,1.0,4.5,2.3333333333333335,0.75,5.0,4.0,1,North Europe,1,1,0
14910,ESS8e02_1,8,2.1,FI,0.0,1964,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,6,8,7,55.0,5.0,1.0,1.0,-1.0,-1.0,1.0,2.0,1.0,2.25,2.5,3.75,2.0,1.0,1,North Europe,1,1,0
14912,ESS8e02_1,8,2.1,FI,0.0,1975,1.0,Yes,"ISCED 5B short, advanced vocational qualifications","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow many to come and live here,5,Cultural life enriched,9,44.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.3333333333333335,2.6666666666666665,4.0,6.0,1.0,1,North Europe,1,1,0
14914,ESS8e02_1,8,2.1,FI,0.0,1938,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,1,6,5,81.0,2.0,4.75,5.0,-1.0,-1.0,-2.0,1.0,0.0,4.083333333333333,1.6666666666666667,-2.375,-3.0,5.0,0,North Europe,-1,0,1
14915,ESS8e02_1,8,2.1,FI,0.0,1939,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,5,6,6,80.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1,North Europe,0,0,0
14916,ESS8e02_1,8,2.1,FI,0.0,1978,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,7,8,6,41.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.6666666666666665,2.6666666666666665,2.0,6.0,3.0,1,North Europe,1,1,0
14917,ESS8e02_1,8,2.1,FI,1.0,1961,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,5,7,3,58.0,5.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,2.3333333333333335,2.6666666666666665,4.0,0.0,1.0,0,North Europe,1,1,0
14920,ESS8e02_1,8,2.1,FI,0.0,1943,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,6,6,7,76.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1,North Europe,0,0,0
14922,ESS8e02_1,8,2.1,FI,0.0,1966,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","ISCED 1, completed primary education","ISCED 5B short, advanced vocational qualifications",Allow some,Allow a few,5,8,5,53.0,6.0,1.0,5.0,1.0,-1.0,0.0,2.0,0.0,4.0,3.3333333333333335,3.0,2.0,3.0,1,North Europe,1,1,0
14923,ESS8e02_1,8,2.1,FI,0.0,1994,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,3,6,4,25.0,5.0,1.0,5.0,1.0,1.0,-1.0,1.0,-1.0,3.5833333333333335,2.6666666666666665,1.75,1.0,3.0,1,North Europe,1,1,0
14924,ESS8e02_1,8,2.1,FI,1.0,1983,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,7,8,7,36.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.333333333333333,0.6666666666666666,1.0,6.0,5.0,1,North Europe,1,1,0
14925,ESS8e02_1,8,2.1,FI,0.0,1937,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,8,Cultural life enriched,8,82.0,5.0,1.0,1.0,1.0,-1.0,2.0,1.0,2.0,2.3333333333333335,2.6666666666666665,4.0,5.0,1.0,1,North Europe,1,1,0
14926,ESS8e02_1,8,2.1,FI,1.0,1939,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,8,7,8,80.0,6.0,1.0,1.0,1.0,-1.0,2.0,1.0,2.0,2.6666666666666665,3.3333333333333335,5.0,5.0,1.0,1,North Europe,1,1,0
14927,ESS8e02_1,8,2.1,FI,1.0,1991,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5B short, advanced vocational qualifications","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow a few,4,Cultural life enriched,8,28.0,5.0,5.0,7.5,1.0,-1.0,-1.0,1.0,2.0,5.75,1.8333333333333333,-1.5,2.0,6.0,1,North Europe,-1,0,1
14928,ESS8e02_1,8,2.1,FI,0.0,1946,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,5,8,7,73.0,6.0,5.0,5.0,1.0,-1.0,0.0,2.0,1.0,5.5,1.0,1.5,3.0,5.0,1,North Europe,1,1,0
14929,ESS8e02_1,8,2.1,FI,1.0,1991,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,7,Cultural life enriched,6,28.0,5.0,5.0,5.0,1.0,-1.0,1.0,1.0,1.0,4.916666666666667,0.16666666666666666,-0.25,3.0,5.0,1,North Europe,-1,0,1
14932,ESS8e02_1,8,2.1,FI,1.0,1935,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education",Allow a few,Allow a few,2,4,2,84.0,5.0,5.0,1.0,-1.0,-1.0,-2.0,-1.0,-2.0,3.5833333333333335,2.6666666666666665,1.75,-7.0,3.0,0,North Europe,1,1,0
14933,ESS8e02_1,8,2.1,FI,0.0,1986,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow a few,6,6,5,33.0,8.0,5.0,5.0,2.0,-1.0,1.0,1.0,0.0,5.833333333333333,1.6666666666666667,2.5,3.0,5.0,1,North Europe,1,1,0
14934,ESS8e02_1,8,2.1,FI,0.0,1965,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education",Allow a few,Allow a few,8,Cultural life enriched,9,54.0,8.0,5.0,1.0,-1.0,-1.0,2.0,1.0,2.0,4.5,4.333333333333333,4.5,3.0,3.0,1,North Europe,1,1,0
14935,ESS8e02_1,8,2.1,FI,0.0,1956,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,8,8,8,63.0,6.0,5.0,5.0,1.0,-1.0,2.0,2.0,2.0,5.333333333333333,0.6666666666666666,1.0,6.0,5.0,1,North Europe,1,1,0
14936,ESS8e02_1,8,2.1,FI,1.0,1966,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow a few,1,2,1,53.0,5.0,1.0,1.0,2.0,-1.0,-2.0,-2.0,-2.0,2.25,2.5,3.75,-5.0,1.0,0,North Europe,1,1,0
14937,ESS8e02_1,8,2.1,FI,0.0,1999,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,7,8,6,20.0,2.0,7.5,7.5,1.0,1.0,1.0,2.0,1.0,5.833333333333333,3.3333333333333335,-5.0,6.0,8.0,1,North Europe,-1,0,1
14938,ESS8e02_1,8,2.1,FI,1.0,1970,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,Bad for the economy,8,4,49.0,5.0,1.0,5.0,-1.0,-1.0,-1.0,2.0,-1.0,3.6666666666666665,2.6666666666666665,2.0,-2.0,3.0,0,North Europe,1,1,0
14939,ESS8e02_1,8,2.1,FI,0.0,1960,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5B short, advanced vocational qualifications",Allow some,Allow some,7,8,7,59.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,6.0,5.0,1,North Europe,0,0,0
14940,ESS8e02_1,8,2.1,FI,1.0,1988,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow some,3,9,3,31.0,5.0,5.0,5.0,2.0,1.0,-1.0,2.0,-1.0,4.916666666666667,0.16666666666666666,-0.25,3.0,5.0,1,North Europe,-1,0,1
14941,ESS8e02_1,8,2.1,FI,1.0,1977,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,1,8,2,42.0,6.0,1.0,1.0,1.0,-1.0,-2.0,2.0,-2.0,2.8333333333333335,3.6666666666666665,5.5,-2.0,1.0,0,North Europe,1,1,0
14942,ESS8e02_1,8,2.1,FI,0.0,1988,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,8,9,8,31.0,6.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,5.333333333333333,0.6666666666666666,1.0,8.0,5.0,1,North Europe,1,1,0
14943,ESS8e02_1,8,2.1,FI,0.0,1983,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,8,8,8,36.0,6.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,5.333333333333333,0.6666666666666666,1.0,8.0,5.0,1,North Europe,1,1,0
14944,ESS8e02_1,8,2.1,FI,0.0,1984,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from lower tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow a few,Allow none,3,3,3,35.0,5.0,6.0,7.5,-1.0,-2.0,-1.0,-1.0,-1.0,6.166666666666667,1.6666666666666667,-1.75,-6.0,7.0,0,North Europe,-1,0,1
14945,ESS8e02_1,8,2.1,FI,1.0,1971,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education",Allow some,Allow none,1,7,2,48.0,5.0,5.0,1.0,1.0,-2.0,-2.0,1.0,-2.0,3.6666666666666665,2.6666666666666665,2.0,-4.0,3.0,0,North Europe,1,1,0
14946,ESS8e02_1,8,2.1,FI,0.0,1950,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,6,7,5,69.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,2.25,2.5,3.75,0.0,1.0,0,North Europe,1,1,0
14947,ESS8e02_1,8,2.1,FI,1.0,1962,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from lower tier tertiary","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,7,8,8,57.0,6.0,6.0,2.5,1.0,-1.0,1.0,2.0,2.0,5.0,2.6666666666666665,2.25,5.0,4.0,1,North Europe,1,1,0
14949,ESS8e02_1,8,2.1,FI,0.0,1965,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow none,4,6,6,54.0,6.0,5.0,2.5,1.0,-2.0,-1.0,1.0,1.0,4.666666666666667,2.6666666666666665,2.75,0.0,4.0,0,North Europe,1,1,0
14950,ESS8e02_1,8,2.1,FI,1.0,1984,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A medium, bachelor/equivalent from lower tier tertiary",Allow many to come and live here,Allow some,4,8,5,35.0,5.0,2.5,6.0,2.0,1.0,-1.0,2.0,0.0,4.5,2.3333333333333335,0.75,4.0,4.0,1,North Europe,1,1,0
14952,ESS8e02_1,8,2.1,FI,1.0,1983,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","ISCED 5B short, advanced vocational qualifications","ISCED 5B short, advanced vocational qualifications",Allow some,Allow some,8,6,7,36.0,6.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,5.333333333333333,0.6666666666666666,1.0,6.0,5.0,1,North Europe,1,1,0
14953,ESS8e02_1,8,2.1,FI,1.0,1989,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from lower tier tertiary",Allow a few,Allow a few,4,4,3,30.0,5.0,5.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.333333333333333,0.6666666666666666,-0.5,-5.0,6.0,0,North Europe,-1,0,1
14954,ESS8e02_1,8,2.1,FI,1.0,1930,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education",Allow many to come and live here,Allow a few,3,6,3,89.0,8.0,5.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,4.5,4.333333333333333,4.5,0.0,3.0,0,North Europe,1,1,0
14955,ESS8e02_1,8,2.1,FI,0.0,1955,1.0,Yes,"ISCED 5A long, master/equivalent from lower tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5B short, advanced vocational qualifications",Allow some,Allow a few,9,9,7,64.0,7.0,5.0,5.0,1.0,-1.0,2.0,2.0,1.0,5.666666666666667,1.3333333333333333,2.0,5.0,5.0,1,North Europe,1,1,0
14956,ESS8e02_1,8,2.1,FI,1.0,1953,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow some,8,8,7,66.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.3333333333333335,2.6666666666666665,4.0,8.0,1.0,1,North Europe,1,1,0
14957,ESS8e02_1,8,2.1,FI,0.0,1973,1.0,Yes,"ISCED 5B short, advanced vocational qualifications","ISCED 5B short, advanced vocational qualifications","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,6,7,7,46.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,5.0,5.0,1,North Europe,0,0,0
14958,ESS8e02_1,8,2.1,FI,1.0,1978,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,8,8,7,41.0,5.0,5.0,5.0,1.0,-1.0,2.0,2.0,1.0,5.0,0.0,0.0,5.0,5.0,1,North Europe,0,0,0
14959,ESS8e02_1,8,2.1,FI,1.0,1952,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,8,8,7,67.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.1666666666666665,4.333333333333333,6.5,9.0,1.0,1,North Europe,1,1,0
14960,ESS8e02_1,8,2.1,FI,0.0,1947,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,5,7,7,72.0,8.0,7.5,4.75,1.0,1.0,0.0,1.0,1.0,6.583333333333333,1.8333333333333333,1.375,4.0,6.0,1,North Europe,1,1,0
14961,ESS8e02_1,8,2.1,FI,0.0,1959,0.0,Yes,"ISCED 5A long, master/equivalent from lower tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,5,6,5,60.0,7.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,3.0,4.0,6.0,-1.0,1.0,0,North Europe,1,1,0
14964,ESS8e02_1,8,2.1,FI,0.0,1969,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow a few,Allow none,5,7,3,50.0,8.0,7.5,7.5,-1.0,-2.0,0.0,1.0,-1.0,7.5,0.0,0.0,-3.0,8.0,0,North Europe,0,0,0
14965,ESS8e02_1,8,2.1,FI,1.0,1973,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,3,8,6,46.0,6.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,2.6666666666666665,3.3333333333333335,5.0,4.0,1.0,1,North Europe,1,1,0
14966,ESS8e02_1,8,2.1,FI,1.0,1996,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow some,8,7,6,23.0,5.0,7.5,2.5,2.0,1.0,2.0,1.0,1.0,4.916666666666667,3.3333333333333335,-0.25,7.0,5.0,1,North Europe,-1,0,1
14967,ESS8e02_1,8,2.1,FI,1.0,1965,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,5,5,3,54.0,5.0,1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,2.3333333333333335,2.6666666666666665,4.0,-1.0,1.0,0,North Europe,1,1,0
14969,ESS8e02_1,8,2.1,FI,0.0,1967,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,8,9,8,52.0,6.0,2.5,2.5,1.0,1.0,2.0,2.0,2.0,3.6666666666666665,2.3333333333333335,3.5,8.0,2.0,1,North Europe,1,1,0
