,name,essround,edition,cntry,gndr,yrbrn,rlgblg,ctzcntr,edulvlb,edulvlfb,edulvlmb,imsmetn,impcntr,imbgeco,imueclt,imwbcnt,age,edu_lv,edu_lvf,edu_lvm,imsmetn_lv,impcntr_lv,imbgeco_lv,imueclt_lv,imwbcnt_lv,edu_overall,edu_difference,edu_mobility,attitude_lv,edu_lvp,attitude_b,region,edu_mobility_onehot,edu_up,edu_down
13601,ESS8e02_1,8,2.1,ES,1.0,1999,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C < 2 years, no access ISCED 5","General ISCED 3 >=2 years, no access ISCED 5",Allow some,Allow some,7,8,7,20.0,2.0,3.0,3.5,1.0,1.0,1.0,2.0,1.0,3.0,0.6666666666666666,-0.75,6.0,3.0,1,South Europe,-1,0,1
13602,ESS8e02_1,8,2.1,ES,0.0,1979,1.0,Yes,"General ISCED 3 >=2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,8,7,9,40.0,4.0,2.5,2.5,2.0,2.0,2.0,1.0,2.0,2.8333333333333335,0.6666666666666666,1.0,9.0,2.0,1,South Europe,1,1,0
13603,ESS8e02_1,8,2.1,ES,1.0,1992,0.0,Yes,"General ISCED 3 >=2 years, no access ISCED 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,7,9,8,27.0,4.0,7.5,2.5,1.0,-1.0,1.0,2.0,2.0,4.5,3.3333333333333335,-1.5,5.0,5.0,1,South Europe,-1,0,1
13604,ESS8e02_1,8,2.1,ES,1.0,1980,1.0,Yes,"Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow none,5,2,2,39.0,2.0,1.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,1.5,1.0,1.5,-5.0,1.0,0,South Europe,1,1,0
13605,ESS8e02_1,8,2.1,ES,0.0,1957,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow none,2,3,3,62.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,-1.0,-1.0,1.0,0.0,0.0,-7.0,1.0,0,South Europe,0,0,0
13606,ESS8e02_1,8,2.1,ES,0.0,1976,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,3,8,Don't know,43.0,8.0,6.5,6.5,1.0,1.0,-1.0,2.0,0.0,6.833333333333333,0.6666666666666666,1.0,3.0,6.0,1,South Europe,1,1,0
13607,ESS8e02_1,8,2.1,ES,0.0,1960,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow some,8,9,5,59.0,6.0,2.5,1.0,1.0,1.0,2.0,2.0,0.0,3.3333333333333335,3.6666666666666665,4.75,6.0,2.0,1,South Europe,1,1,0
13608,ESS8e02_1,8,2.1,ES,1.0,1998,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow some,6,5,7,21.0,5.0,1.0,2.5,2.0,1.0,1.0,0.0,1.0,2.75,2.5,3.0,5.0,2.0,1,South Europe,1,1,0
13609,ESS8e02_1,8,2.1,ES,1.0,1978,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education",Allow some,Allow some,6,5,7,41.0,2.0,4.75,1.0,1.0,1.0,1.0,0.0,1.0,2.75,2.5,-0.375,4.0,3.0,1,South Europe,-1,0,1
13610,ESS8e02_1,8,2.1,ES,0.0,1997,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow a few,2,3,3,22.0,2.0,2.5,1.0,1.0,-1.0,-2.0,-1.0,-1.0,2.0,1.0,0.75,-4.0,2.0,0,South Europe,1,1,0
13613,ESS8e02_1,8,2.1,ES,1.0,1968,0.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow none,2,Don't know,5,51.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,-5.0,1.0,0,South Europe,0,0,0
13614,ESS8e02_1,8,2.1,ES,0.0,1995,1.0,Yes,"Vocational ISCED 3C < 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 2A/2B, access ISCED 3 vocational",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,24.0,3.0,2.5,2.5,-2.0,-2.0,-1.0,-1.0,-1.0,2.6666666666666665,0.3333333333333333,0.5,-7.0,2.0,0,South Europe,1,1,0
13616,ESS8e02_1,8,2.1,ES,1.0,1984,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,4,3,7,35.0,2.0,1.0,6.5,2.0,2.0,-1.0,-1.0,1.0,3.3333333333333335,3.6666666666666665,-1.25,3.0,4.0,1,South Europe,-1,0,1
13618,ESS8e02_1,8,2.1,ES,0.0,1971,1.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,6,3,48.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,2.0,2.0,3.0,2.0,1.0,1,South Europe,1,1,0
13623,ESS8e02_1,8,2.1,ES,0.0,1972,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow none,4,3,2,47.0,2.0,1.0,1.0,1.0,-2.0,-1.0,-1.0,-2.0,1.5,1.0,1.5,-5.0,1.0,0,South Europe,1,1,0
13628,ESS8e02_1,8,2.1,ES,1.0,1999,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 2A/2B, access ISCED 3 vocational","General ISCED 3 >=2 years, no access ISCED 5",Allow some,Allow some,6,8,8,20.0,2.0,2.5,3.5,1.0,1.0,1.0,2.0,2.0,2.8333333333333335,0.6666666666666666,-0.5,7.0,3.0,1,South Europe,-1,0,1
13629,ESS8e02_1,8,2.1,ES,1.0,1946,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,2,3,1,73.0,6.0,2.5,2.5,1.0,1.0,-2.0,-1.0,-2.0,3.8333333333333335,2.6666666666666665,4.0,-3.0,2.0,0,South Europe,1,1,0
13630,ESS8e02_1,8,2.1,ES,1.0,1957,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education",Allow some,Allow some,7,9,5,62.0,8.0,4.75,1.0,1.0,1.0,1.0,2.0,0.0,4.416666666666667,4.333333333333333,4.625,5.0,3.0,1,South Europe,1,1,0
13631,ESS8e02_1,8,2.1,ES,1.0,1965,1.0,Yes,"ISCED 6, doctoral degree","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow some,5,8,5,54.0,8.0,2.5,1.0,1.0,1.0,0.0,2.0,0.0,3.8333333333333335,4.666666666666667,6.25,4.0,2.0,1,South Europe,1,1,0
13632,ESS8e02_1,8,2.1,ES,1.0,1985,1.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","General ISCED 3 >=2 years, no access ISCED 5",Allow some,Allow a few,2,2,2,34.0,4.0,1.0,3.5,1.0,-1.0,-2.0,-2.0,-2.0,2.8333333333333335,2.0,1.75,-6.0,2.0,0,South Europe,1,1,0
13634,ESS8e02_1,8,2.1,ES,1.0,1936,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow none,Allow none,1,1,3,83.0,8.0,2.5,2.5,-2.0,-2.0,-2.0,-2.0,-1.0,4.166666666666667,3.3333333333333335,5.0,-9.0,2.0,0,South Europe,1,1,0
13639,ESS8e02_1,8,2.1,ES,1.0,1962,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,1,8,4,57.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,2.0,-1.0,1.5,1.0,1.5,-3.0,1.0,0,South Europe,1,1,0
13643,ESS8e02_1,8,2.1,ES,1.0,1998,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3 >=2 years, no access ISCED 5",Allow some,Allow some,3,5,4,21.0,5.0,4.75,3.5,1.0,1.0,-1.0,0.0,-1.0,4.333333333333333,0.8333333333333334,0.625,0.0,4.0,0,South Europe,1,1,0
13645,ESS8e02_1,8,2.1,ES,0.0,1968,1.0,Yes,ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow a few,Allow a few,5,8,5,51.0,4.0,2.5,1.0,-1.0,-1.0,0.0,2.0,0.0,2.5,2.0,2.25,0.0,2.0,0,South Europe,1,1,0
13646,ESS8e02_1,8,2.1,ES,0.0,1953,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow none,Bad for the economy,3,2,66.0,2.0,1.0,1.0,-2.0,-2.0,-1.0,-1.0,-2.0,1.5,1.0,1.5,-8.0,1.0,0,South Europe,1,1,0
13648,ESS8e02_1,8,2.1,ES,0.0,1980,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,7,5,3,39.0,2.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.5,1.0,1.5,-2.0,1.0,0,South Europe,1,1,0
13649,ESS8e02_1,8,2.1,ES,0.0,1959,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,2,3,3,60.0,8.0,1.0,1.0,1.0,-1.0,-2.0,-1.0,-1.0,3.1666666666666665,4.333333333333333,6.5,-4.0,1.0,0,South Europe,1,1,0
13650,ESS8e02_1,8,2.1,ES,1.0,1999,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3",ISCED 4 programmes without access ISCED 5,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,4,4,7,20.0,2.0,4.0,6.5,1.0,1.0,-1.0,-1.0,1.0,4.333333333333333,2.6666666666666665,-2.75,1.0,5.0,1,South Europe,-1,0,1
13651,ESS8e02_1,8,2.1,ES,1.0,1988,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,3,3,3,31.0,2.0,1.0,2.5,1.0,1.0,-1.0,-1.0,-1.0,2.0,1.0,0.75,-1.0,2.0,0,South Europe,1,1,0
13653,ESS8e02_1,8,2.1,ES,0.0,1998,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,6,7,6,21.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.5,3.75,5.0,1.0,1,South Europe,1,1,0
13656,ESS8e02_1,8,2.1,ES,1.0,1997,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,5,7,5,22.0,5.0,2.5,2.5,1.0,1.0,0.0,1.0,0.0,3.25,1.5,2.25,3.0,2.0,1,South Europe,1,1,0
13664,ESS8e02_1,8,2.1,ES,1.0,1998,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Don't know,Allow a few,5,6,5,21.0,2.0,2.5,1.0,0.0,-1.0,0.0,1.0,0.0,2.0,1.0,0.75,0.0,2.0,0,South Europe,1,1,0
13665,ESS8e02_1,8,2.1,ES,1.0,2000,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,3,8,5,19.0,2.0,7.5,6.5,1.0,1.0,-1.0,2.0,0.0,5.5,3.3333333333333335,-4.5,3.0,7.0,1,South Europe,-1,0,1
13666,ESS8e02_1,8,2.1,ES,1.0,1967,1.0,Yes,"Vocational ISCED 2A/2B, access ISCED 3 vocational",ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education",Allow a few,Allow some,5,5,5,52.0,2.0,4.0,1.0,-1.0,1.0,0.0,0.0,0.0,2.5,2.0,0.0,0.0,2.0,0,South Europe,0,0,0
13667,ESS8e02_1,8,2.1,ES,0.0,1958,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,5,5,61.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.8333333333333335,3.6666666666666665,5.5,2.0,1.0,1,South Europe,1,1,0
13668,ESS8e02_1,8,2.1,ES,0.0,1970,1.0,Yes,"Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,1,8,5,49.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,2.0,0.0,1.5,1.0,1.5,-2.0,1.0,0,South Europe,1,1,0
13670,ESS8e02_1,8,2.1,ES,0.0,1962,1.0,Yes,"ISCED 5B short, advanced vocational qualifications","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,5,5,57.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.3333333333333335,2.6666666666666665,4.0,2.0,1.0,1,South Europe,1,1,0
13671,ESS8e02_1,8,2.1,ES,0.0,1992,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow many to come and live here,7,Cultural life enriched,9,27.0,8.0,7.5,2.5,2.0,2.0,1.0,1.0,2.0,5.833333333333333,3.3333333333333335,2.5,8.0,5.0,1,South Europe,1,1,0
13672,ESS8e02_1,8,2.1,ES,1.0,1992,0.0,Yes,"Vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 2A/2B, access ISCED 3 vocational","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,6,8,6,27.0,2.0,2.5,2.5,1.0,1.0,1.0,2.0,1.0,2.5,0.0,0.0,6.0,2.0,1,South Europe,0,0,0
13678,ESS8e02_1,8,2.1,ES,0.0,1984,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,7,9,4,35.0,8.0,7.5,6.5,1.0,1.0,1.0,2.0,-1.0,7.166666666666667,0.6666666666666666,0.5,4.0,7.0,1,South Europe,1,1,0
13680,ESS8e02_1,8,2.1,ES,1.0,1958,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3 >=2 years, no access ISCED 5","General ISCED 3 >=2 years, no access ISCED 5",Allow some,Allow some,8,9,8,61.0,5.0,3.5,3.5,1.0,1.0,2.0,2.0,2.0,3.9166666666666665,0.8333333333333334,1.25,8.0,4.0,1,South Europe,1,1,0
13681,ESS8e02_1,8,2.1,ES,0.0,1978,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3 >=2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,Don't know,Cultural life enriched,5,41.0,8.0,2.5,3.5,2.0,2.0,0.0,1.0,0.0,4.5,3.3333333333333335,4.5,5.0,3.0,1,South Europe,1,1,0
13684,ESS8e02_1,8,2.1,ES,1.0,1956,0.0,Yes,"General ISCED 3 >=2 years, no access ISCED 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,8,Cultural life enriched,8,63.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.8333333333333333,1.6666666666666667,2.5,9.0,1.0,1,South Europe,1,1,0
13685,ESS8e02_1,8,2.1,ES,1.0,1946,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,5,7,5,73.0,6.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,2.8333333333333335,3.6666666666666665,5.5,-1.0,1.0,0,South Europe,1,1,0
13689,ESS8e02_1,8,2.1,ES,1.0,1977,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,5,5,5,42.0,6.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,3.8333333333333335,2.6666666666666665,4.0,2.0,2.0,1,South Europe,1,1,0
13690,ESS8e02_1,8,2.1,ES,0.0,1993,1.0,Yes,"ISCED 5B short, advanced vocational qualifications","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3 >=2 years, no access ISCED 5",Allow a few,Allow a few,4,6,5,26.0,5.0,2.5,3.5,-1.0,-1.0,-1.0,1.0,0.0,3.6666666666666665,1.6666666666666667,2.0,-2.0,3.0,0,South Europe,1,1,0
13692,ESS8e02_1,8,2.1,ES,1.0,1981,0.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,4,5,4,38.0,4.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,2.0,2.0,3.0,0.0,1.0,0,South Europe,1,1,0
13693,ESS8e02_1,8,2.1,ES,0.0,1979,0.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,1,2,2,40.0,4.0,1.0,2.5,-1.0,-1.0,-2.0,-2.0,-2.0,2.5,2.0,2.25,-8.0,2.0,0,South Europe,1,1,0
13697,ESS8e02_1,8,2.1,ES,1.0,1966,1.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,4,4,53.0,4.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,3.0,0.0,1.0,0,South Europe,1,1,0
13699,ESS8e02_1,8,2.1,ES,1.0,1995,0.0,Yes,"Vocational ISCED 2A/2B, access ISCED 3 vocational",ISCED 4 programmes without access ISCED 5,"Vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow some,8,8,7,24.0,2.0,4.0,2.5,1.0,1.0,2.0,2.0,1.0,3.0,1.0,-0.75,7.0,3.0,1,South Europe,-1,0,1
13705,ESS8e02_1,8,2.1,ES,0.0,1973,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 1, completed primary education",Allow a few,Allow a few,6,8,7,46.0,8.0,6.5,1.0,-1.0,-1.0,1.0,2.0,1.0,5.0,4.333333333333333,3.75,2.0,4.0,1,South Europe,1,1,0
13706,ESS8e02_1,8,2.1,ES,1.0,1940,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,7,7,5,79.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.25,2.5,3.75,4.0,1.0,1,South Europe,1,1,0
13707,ESS8e02_1,8,2.1,ES,0.0,1984,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,8,8,8,35.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.1666666666666665,4.333333333333333,6.5,10.0,1.0,1,South Europe,1,1,0
13708,ESS8e02_1,8,2.1,ES,0.0,1982,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow none,Bad for the economy,5,4,37.0,4.0,1.0,1.0,-2.0,-2.0,-1.0,0.0,-1.0,2.0,2.0,3.0,-6.0,1.0,0,South Europe,1,1,0
13709,ESS8e02_1,8,2.1,ES,0.0,1971,1.0,Yes,"Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,5,5,1,48.0,2.0,1.0,1.0,1.0,-1.0,0.0,0.0,-2.0,1.5,1.0,1.5,-2.0,1.0,0,South Europe,1,1,0
13710,ESS8e02_1,8,2.1,ES,0.0,1976,0.0,Yes,"ISCED 5B short, advanced vocational qualifications","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,7,Cultural life enriched,7,43.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.3333333333333335,2.6666666666666665,4.0,7.0,1.0,1,South Europe,1,1,0
13711,ESS8e02_1,8,2.1,ES,1.0,1971,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,4,6,6,48.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,3.1666666666666665,4.333333333333333,6.5,-1.0,1.0,0,South Europe,1,1,0
13712,ESS8e02_1,8,2.1,ES,0.0,2000,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3",ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,7,9,5,19.0,2.0,4.0,2.5,2.0,2.0,1.0,2.0,0.0,3.0,1.0,-0.75,7.0,3.0,1,South Europe,-1,0,1
13716,ESS8e02_1,8,2.1,ES,0.0,1993,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,2,4,6,26.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,-1.0,1.0,1.5,1.0,1.5,-4.0,1.0,0,South Europe,1,1,0
13719,ESS8e02_1,8,2.1,ES,1.0,1965,1.0,Yes,ISCED 4 programmes without access ISCED 5,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education",Allow some,Allow some,3,3,5,54.0,4.0,4.0,1.0,1.0,1.0,-1.0,-1.0,0.0,3.0,2.0,1.5,0.0,2.0,0,South Europe,1,1,0
13720,ESS8e02_1,8,2.1,ES,1.0,1975,1.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow none,Bad for the economy,Cultural life undermined,2,44.0,4.0,1.0,1.0,-2.0,-2.0,-1.0,-1.0,-2.0,2.0,2.0,3.0,-8.0,1.0,0,South Europe,1,1,0
13721,ESS8e02_1,8,2.1,ES,1.0,1966,1.0,Yes,"General ISCED 3 >=2 years, no access ISCED 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,7,7,7,53.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8333333333333333,1.6666666666666667,2.5,5.0,1.0,1,South Europe,1,1,0
13722,ESS8e02_1,8,2.1,ES,0.0,2001,1.0,Yes,"ISCED 1, completed primary education","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,Allow many to come and live here,Allow many to come and live here,3,7,7,18.0,1.0,6.5,4.0,2.0,2.0,-1.0,1.0,1.0,3.8333333333333335,3.6666666666666665,-4.25,5.0,5.0,1,South Europe,-1,0,1
13723,ESS8e02_1,8,2.1,ES,0.0,1963,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,8,8,56.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.5,1.0,1.5,6.0,1.0,1,South Europe,1,1,0
13724,ESS8e02_1,8,2.1,ES,0.0,1966,1.0,Yes,ISCED 4 programmes without access ISCED 5,"Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education",Allow a few,Allow some,3,7,3,53.0,4.0,2.5,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.5,2.0,2.25,-1.0,2.0,0,South Europe,1,1,0
13725,ESS8e02_1,8,2.1,ES,0.0,1981,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,7,6,8,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1,South Europe,0,0,0
13726,ESS8e02_1,8,2.1,ES,1.0,1959,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,7,9,8,60.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.8333333333333335,3.6666666666666665,5.5,9.0,1.0,1,South Europe,1,1,0
13727,ESS8e02_1,8,2.1,ES,1.0,1964,1.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,1,4,4,55.0,4.0,1.0,1.0,1.0,-1.0,-2.0,-1.0,-1.0,2.0,2.0,3.0,-4.0,1.0,0,South Europe,1,1,0
13728,ESS8e02_1,8,2.1,ES,1.0,1968,1.0,Yes,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,Good for the economy,5,5,51.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,1.0,1,South Europe,1,1,0
13732,ESS8e02_1,8,2.1,ES,1.0,1961,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 3 >=2 years, no access ISCED 5","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,9,8,Don't know,58.0,8.0,3.5,1.0,2.0,2.0,2.0,2.0,0.0,4.0,4.333333333333333,5.25,8.0,2.0,1,South Europe,1,1,0
13734,ESS8e02_1,8,2.1,ES,1.0,1992,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5",ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,7,8,8,27.0,5.0,4.0,2.5,2.0,2.0,1.0,2.0,2.0,3.75,1.5,1.5,9.0,3.0,1,South Europe,1,1,0
